,hpso01 (Ingest) [Na=64] [Bmax=32500.0],hpso01 (RCAL) [Na=64] [Bmax=32500.0],hpso01 (FastImg) [Na=64] [Bmax=32500.0],hpso01 (ICAL) [Na=64] [Bmax=32500.0],hpso01 (DPrepA) [Na=64] [Bmax=32500.0],hpso01 (DPrepB) [Na=64] [Bmax=32500.0],hpso01 (DPrepC) [Na=64] [Bmax=32500.0],hpso01 (DPrepD) [Na=64] [Bmax=32500.0],hpso02a (Ingest) [Na=64] [Bmax=32500.0],hpso02a (RCAL) [Na=64] [Bmax=32500.0],hpso02a (FastImg) [Na=64] [Bmax=32500.0],hpso02a (ICAL) [Na=64] [Bmax=32500.0],hpso02a (DPrepA) [Na=64] [Bmax=32500.0],hpso02a (DPrepB) [Na=64] [Bmax=32500.0],hpso02a (DPrepC) [Na=64] [Bmax=32500.0],hpso02a (DPrepD) [Na=64] [Bmax=32500.0],hpso02b (Ingest) [Na=64] [Bmax=32500.0],hpso02b (RCAL) [Na=64] [Bmax=32500.0],hpso02b (FastImg) [Na=64] [Bmax=32500.0],hpso02b (ICAL) [Na=64] [Bmax=32500.0],hpso02b (DPrepA) [Na=64] [Bmax=32500.0],hpso02b (DPrepB) [Na=64] [Bmax=32500.0],hpso02b (DPrepC) [Na=64] [Bmax=32500.0],hpso02b (DPrepD) [Na=64] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=64] [Bmax=32500.0]
-> Grid [Mvis/s],,26.110724238140122,2435.0693656024487,26.110724238192567,6.703064421865109,423.3020200866293,1968.5893126544734,,,26.110724238140122,2435.0693656024487,26.110724238210803,6.703064421865109,423.3020200866293,1968.5893126544734,,,26.110724238140122,2435.0693656024487,26.110724238210803,6.703064421865109,423.3020200866293,1968.5893126544734,,,13.383354027110192,684.4185826072613,,,13.383354027110192,684.4185826072613,,,30.208854556933225,1686.4922261738373,30.208854557233998,95.38138484966078,96.82007694611161,258.7408302750315,10639.06956430206,
-> Gridding Kernel Update [Mvis/s],,0.02246694849622355,0.15878895319600694,0.022466948496251672,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.02246694849622355,0.15878895319600694,0.022466948496261453,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.02246694849622355,0.15878895319600694,0.022466948496261453,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.022606459104127296,0.1531752724438878,,,0.022606459104127296,0.1531752724438878,,,0.02437634000957511,0.15786902066983685,0.024376340009817813,0.03959710648655008,0.040194372339151366,0.0537074829903523,0.19883129569756244,
-> Correct [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,9.070937794125193,9.070937794125193,9.070937794125193,68.07124798078976,34.03562399039488
-> IFFT [Mvis/s],,0.024764705571467673,0.0055032679047705944,0.024764705571467673,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.024764705571467673,0.0055032679047705944,0.02476470557146767,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.024764705571467673,0.0055032679047705944,0.02476470557146767,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.029871796720903645,0.0055318142075747485,,,0.029871796720903645,0.0055318142075747485,,,0.02973929769109459,0.005507277350202699,0.02973929769109459,0.009178795583671169,0.04589397791835584,0.0036715182334684667,2.8011461131808987e-05,
-> Identify Component [Mvis/s],,,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,,,,,,,,,35.37703308638175,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,9.070937794125193,9.070937794125193,9.070937794125193,68.07124798078976,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,17.433859217459535,,17.433859217459535,,,,,,17.433859217459535,,11.622878398501138,,,,,,17.433859217459535,,11.622878398501138,,,,,,10.710779009493775,,,,10.710779009493775,,,,24.489343671957116,,24.489343671957116,,,,,
-> Degridding Kernel Update [Mvis/s],,0.02246694849622355,0.15878895319600694,0.022466948496251672,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.02246694849622355,0.15878895319600694,0.022466948496261453,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.02246694849622355,0.15878895319600694,0.022466948496261453,0.018738339245275546,0.06172013698627526,0.08402761210386349,,,0.022606459104127296,0.1531752724438878,,,0.022606459104127296,0.1531752724438878,,,0.02437634000957511,0.15786902066983685,0.024376340009817813,0.03959710648655008,0.040194372339151366,0.0537074829903523,0.19883129569756244,
-> Phase Rotation [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,1.2915124205630122,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,1.2915124205630122,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,1.2915124205630122,6.45756210281506,19.711567382970767,,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,1.8141875588250387,9.070937794125193,9.070937794125193,68.07124798078976,
-> Reprojection [Mvis/s],,24.531625681659275,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,24.531625681659275,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,24.531625681659275,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,35.69296957339958,,,,35.69296957339958,,,,35.377033086381765,,35.37703308638176,84.25028836682134,10.531286045852667,84.25028836682132,84.25028836682134,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,122.65812840829636,,122.65812840829636,13.460425614079162,33.651064035197905,11.217021345065968,,,122.65812840829636,,122.65812840829635,13.460425614079162,33.651064035197905,11.217021345065968,,,122.65812840829636,,122.65812840829635,13.460425614079162,33.651064035197905,11.217021345065968,,,178.46484786699793,,,,178.46484786699793,,,,176.88516543190877,,176.88516543190875,84.25028836682134,10.531286045852667,33.70011534672853,0.25711147572882487,
