,hpso01 (Ingest) [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=256] [Bmax=32500.0]
-> Degrid [PetaFLOP/s],,0.0029766180033088934,0.000315399473364339,0.0267895620301905,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0029766180033088934,0.000315399473364339,0.012396815962831506,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0029766180033088934,0.000315399473364339,0.012396815962831506,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0009443294558667704,8.864850206262091e-05,,,0.0009443294558667704,8.864850206262091e-05,,,0.002175602880757903,0.00021844090210808436,0.019580425926833667,0.00613905817016832,0.0012370959234815665,0.0027335686685491366,0.051187861159864366,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,9.318402714202676e-06,6.945120788341465e-06,8.38656244278241e-05,9.566252203468123e-06,1.9132504406936245e-05,5.915650827407156e-05,,,9.318402714202676e-06,6.945120788341465e-06,5.239607459931891e-05,9.566252203468123e-06,1.9132504406936245e-05,5.915650827407156e-05,,,9.318402714202676e-06,6.945120788341465e-06,5.239607459931891e-05,9.566252203468123e-06,1.9132504406936245e-05,5.915650827407156e-05,,,3.3384056838134913e-06,2.1279122212277296e-06,,,3.3384056838134913e-06,2.1279122212277296e-06,,,7.632999397995717e-06,4.876129714013824e-06,6.869699458196146e-05,6.718597260321213e-06,6.718597260321213e-06,1.3437194520642426e-05,0.0001572039732950682,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.09196572925621188,,,,,,,,0.09196572925621188,,,,,,,,0.09196572925621188,,,,,,,,0.04610193387991746,,,,0.04610193387991746,,,,0.04599960700363817,,,,,,,,
-> FFT [PetaFLOP/s],,0.0022100587109054946,0.00030106865194863807,0.019890528397739474,0.003346429940428789,0.01060890883599951,0.03333816527977224,,,0.0022100587109054946,0.00030106865194863807,0.00619035584191279,0.003346429940428789,0.01060890883599951,0.03333816527977224,,,0.0022100587109054946,0.00030106865194863807,0.00619035584191279,0.003346429940428789,0.01060890883599951,0.03333816527977224,,,0.0005097191516052371,0.00015219137592306065,,,0.0005097191516052371,0.00015219137592306065,,,0.0011925116851370801,0.00015076651879674858,0.010732605166223158,0.001814836732370036,0.0003477382030722565,0.00573056803584774,0.3018788766815115,
-> Grid [PetaFLOP/s],,0.0029766180033088934,0.000315399473364339,0.0267895620301905,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0029766180033088934,0.000315399473364339,0.012396815962831506,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0029766180033088934,0.000315399473364339,0.012396815962831506,0.009027594700198028,0.0041151341940364435,0.01251183941988513,,,0.0009443294558667704,8.864850206262091e-05,,,0.0009443294558667704,8.864850206262091e-05,,,0.002175602880757903,0.00021844090210808436,0.019580425926833667,0.00613905817016832,0.0012370959234815665,0.0027335686685491366,0.051187861159864366,
-> Gridding Kernel Update [PetaFLOP/s],,0.0038935698761525563,0.0005151148750414359,0.03504212888619248,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0038935698761525563,0.0005151148750414359,0.01749755871391504,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0038935698761525563,0.0005151148750414359,0.01749755871391504,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0010839080662877758,0.00014320903734797128,,,0.0010839080662877758,0.00014320903734797128,,,0.0025163364346261824,0.00035598653491619774,0.022647027911658398,0.003178522482331254,0.0032124982695473795,0.007391496314239388,0.1000244646056098,
-> Correct [PetaFLOP/s],,0.0021677758661252542,0.0003063740758953171,0.019509982795127286,0.004416234471228038,0.008832468942456076,0.0269609186787879,0.0269609186787879,,0.0021677758661252542,0.0003063740758953171,0.013006997174642645,0.004416234471228038,0.008832468942456076,0.0269609186787879,0.0269609186787879,,0.0021677758661252542,0.0003063740758953171,0.013006997174642645,0.004416234471228038,0.008832468942456076,0.0269609186787879,0.0269609186787879,,0.0006659044321330988,9.38698350653226e-05,,,0.0006659044321330988,9.38698350653226e-05,,,0.0015225374808622483,0.0002151035015822006,0.013702837327760235,0.003101742386288295,0.003101742386288295,0.00620348477257659,0.046552954047662395,0.023276477023831198
-> IFFT [PetaFLOP/s],,0.011050293554527475,0.00030106865194863807,0.09945264198869738,0.003346429940428789,0.0042435635343998045,0.004445088703969632,,,0.011050293554527475,0.00030106865194863807,0.03095177920956394,0.003346429940428789,0.0042435635343998045,0.004445088703969632,,,0.011050293554527475,0.00030106865194863807,0.03095177920956394,0.003346429940428789,0.0042435635343998045,0.004445088703969632,,,0.002548595758026186,0.00015219137592306065,,,0.002548595758026186,0.00015219137592306065,,,0.005962558425685402,0.00015076651879674858,0.05366302583111579,0.001814836732370036,0.0017386910153612824,0.002292227214339096,0.0009212612203415269,
-> Identify Component [PetaFLOP/s],,,,8.423369032102074e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,8.406333180934256e-05,1.0309161292275997e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,4.913658009230662e-05,6.0137211352048395e-06,6.0137211352048395e-06,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],4.5289388922635674e-05,,,,,,,,4.5289388922635674e-05,,,,,,,,4.5289388922635674e-05,,,,,,,,2.2703349265165874e-05,,,,2.2703349265165874e-05,,,,2.2652941936949476e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],2.2659182951973054e-05,,,,,,,,2.2659182951973054e-05,,,,,,,,2.2659182951973054e-05,,,,,,,,1.1358937642119945e-05,,,,1.1358937642119945e-05,,,,1.13337178522454e-05,,,,,,,,
-> Solve [PetaFLOP/s],,9.133062738188559e-05,,0.011582442806001356,,,,,,9.133062738188559e-05,,0.00772882169756601,,,,,,9.133062738188559e-05,,0.00772882169756601,,,,,,2.8249334485545778e-05,,,,2.8249334485545778e-05,,,,6.394237818259369e-05,,0.008134712189771992,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0038935698761525563,0.0005151148750414359,0.03504212888619248,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0038935698761525563,0.0005151148750414359,0.01749755871391504,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0038935698761525563,0.0005151148750414359,0.01749755871391504,0.00473769506179937,0.011379451023380564,0.028242695933173016,,,0.0010839080662877758,0.00014320903734797128,,,0.0010839080662877758,0.00014320903734797128,,,0.0025163364346261824,0.00035598653491619774,0.022647027911658398,0.003178522482331254,0.0032124982695473795,0.007391496314239388,0.1000244646056098,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.6354417121106183e-05,,0.00014718975408995567,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,1.6354417121106183e-05,,6.541766848442473e-05,6.169361739786284e-05,0.00030846808698931414,0.0009254042609679425,,,8.262261475323979e-06,,,,8.262261475323979e-06,,,,8.189128029255037e-06,,7.370215226329532e-05,3.0891772401167826e-05,7.722943100291955e-07,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,8.177208560553091e-05,,0.0007359487704497782,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,8.177208560553091e-05,,0.00032708834242212365,6.169361739786284e-05,0.00012338723479572567,0.00012338723479572567,,,4.1311307376619896e-05,,,,4.1311307376619896e-05,,,,4.0945640146275176e-05,,0.0003685107613164766,3.0891772401167826e-05,7.722943100291955e-07,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.02709719832656567,0.015318703794765852,0.24387478493909107,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.02709719832656567,0.015318703794765852,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.02709719832656567,0.015318703794765852,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.008323805401663734,0.00469349175326613,,,0.008323805401663734,0.00469349175326613,,,0.019031718510778103,0.01075517507911003,0.1712854665970029,0.038771779828603685,0.038771779828603685,0.07754355965720737,0.5819119255957799,
-> Subtract Visibility [Tera/s],,0.02709719832656567,0.015318703794765852,0.24387478493909107,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.02709719832656567,0.015318703794765852,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.02709719832656567,0.015318703794765852,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.3370114834848488,,,0.008323805401663734,0.00469349175326613,,,0.008323805401663734,0.00469349175326613,,,0.019031718510778103,0.01075517507911003,0.1712854665970029,0.038771779828603685,0.038771779828603685,0.07754355965720737,0.5819119255957799,
-> Flag [Tera/s],0.0679340833839535,0.02709719832656567,0.015318703794765855,0.24387478493909107,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,0.0679340833839535,0.02709719832656567,0.015318703794765855,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,0.0679340833839535,0.02709719832656567,0.015318703794765855,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,0.03405502389774881,0.008323805401663734,0.00469349175326613,,0.03405502389774881,0.008323805401663734,0.00469349175326613,,0.033979412905424215,0.019031718510778103,0.010755175079110032,0.1712854665970029,0.038771779828603685,0.038771779828603685,0.07754355965720737,0.5819119255957799,0.29095596279788993
-> Degrid [Tera/s],,0.006988802035652008,0.005208840591256099,0.06289921832086806,0.03587344576300546,0.014349378305202182,0.044367381205553676,,,0.006988802035652008,0.005208840591256099,0.03929705594948918,0.03587344576300546,0.014349378305202182,0.044367381205553676,,,0.006988802035652008,0.005208840591256099,0.03929705594948918,0.03587344576300546,0.014349378305202182,0.044367381205553676,,,0.0025038042628601183,0.0015959341659207973,,,0.0025038042628601183,0.0015959341659207973,,,0.005724749548496788,0.003657097285510368,0.05152274593647109,0.02519473972620455,0.005038947945240909,0.010077895890481818,0.11790297997130114,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.0006347181539309376,0.0011623773371719679,0.005712463385378439,0.0020133985674504924,0.004026797134900985,0.0057569814439111895,,,0.0006347181539309376,0.0011623773371719679,0.005145399902751874,0.0020133985674504924,0.004026797134900985,0.0057569814439111895,,,0.0006347181539309376,0.0011623773371719679,0.005145399902751874,0.0020133985674504924,0.004026797134900985,0.0057569814439111895,,,0.0003941934932683287,0.0005811886685859839,,,0.0003941934932683287,0.0005811886685859839,,,0.00039331828139699347,0.0005811886685859839,0.003539864532572941,0.0010069168783947585,0.0010069168783947585,0.002013833756789517,0.0028784907219555947,
-> Subtract Image Component [Tera/s],,,,0.00012265812840829638,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,5.45147237370206e-05,2.0564539132620944e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,7.165487025598156e-05,1.2013467044898598e-05,1.2013467044898598e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.0679340833839535,,,,,,,,0.0679340833839535,,,,,,,,0.0679340833839535,,,,,,,,0.03405502389774881,,,,0.03405502389774881,,,,0.033979412905424215,,,,,,,,
-> FFT [Tera/s],,0.002616706739376989,0.038766025768548,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,0.019584619793360535,,,0.0013219618360518365,0.019584619793360535,,,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373702,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,1.6169676845528984,17.250182455056517,14.552709160976084,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,1.6169676845528984,17.250182455056517,4.312329751326514,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,1.6169676845528984,17.250182455056517,4.312329751326514,2.2598788232952334,0.9039515293180933,1.7876406598463854,,,0.5005748391212811,5.340238909281612,,,0.5005748391212811,5.340238909281612,,,1.1369185721586352,12.128905634923232,10.232267149427718,1.5889604935191353,0.3177920987038271,0.6355841974076542,6.479885844963222,
-> Gridding Kernel Update [Tera/s],,18.253058075094437,0.3047711908933353,164.27752268476561,5.4054762701847805,32.27853424777974,55.937978076297625,,,18.253058075094437,0.3047711908933353,46.133960072052,5.4054762701847805,32.27853424777974,55.937978076297625,,,18.253058075094437,0.3047711908933353,46.133960072052,5.4054762701847805,32.27853424777974,55.937978076297625,,,3.531660941480906,0.009950022712864012,,,3.531660941480906,0.009950022712864012,,,8.360591638914444,0.17310711179334362,75.24532475042135,2.551879813296906,2.821591646399774,15.193021244201985,292.59538160749014,
-> Correct [Tera/s],,0.02709719832656567,0.015318703794765855,0.24387478493909107,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,,0.02709719832656567,0.015318703794765855,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,,0.02709719832656567,0.015318703794765855,0.16258746468303306,0.055202930890350464,0.11040586178070093,0.33701148348484883,0.33701148348484883,,0.008323805401663734,0.00469349175326613,,,0.008323805401663734,0.00469349175326613,,,0.019031718510778103,0.010755175079110032,0.1712854665970029,0.038771779828603685,0.038771779828603685,0.07754355965720737,0.5819119255957799,0.29095596279788993
-> IFFT [Tera/s],,0.013084590324322664,0.038780114134384217,0.11776131291890397,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.013084590324322664,0.038780114134384217,0.05234047455216608,0.00987313117288303,0.01974626234576606,0.01974626234576606,,,0.006610340234423109,0.019591700515546234,,,0.006610340234423109,0.019591700515546234,,,0.006551831122029647,0.019418315754723886,0.05896648009826682,0.004943760562868669,0.004943760562868669,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.06736437274980535,,,,,,,,0.06736437274980535,,,,,,,,0.06736437274980535,,,,,,,,0.033769430741938306,,,,0.033769430741938306,,,,0.033694453840547756,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0679340833839535,,,,,,,,0.0679340833839535,,,,,,,,0.0679340833839535,,,,,,,,0.03405502389774881,,,,0.03405502389774881,,,,0.033979412905424215,,,,,,,,
-> Solve [Tera/s],,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,6.5536e-08,,,,6.5536e-08,,,,6.5536e-08,,1.8896213333333336e-06,,,,,
-> Degridding Kernel Update [Tera/s],,18.253058075094437,0.3047711908933353,164.27752268476561,5.4054762701847805,32.27853424777974,55.937978076297625,,,18.253058075094437,0.3047711908933353,46.133960072052,5.4054762701847805,32.27853424777974,55.937978076297625,,,18.253058075094437,0.3047711908933353,46.133960072052,5.4054762701847805,32.27853424777974,55.937978076297625,,,3.531660941480906,0.009950022712864012,,,3.531660941480906,0.009950022712864012,,,8.360591638914444,0.17310711179334362,75.24532475042135,2.551879813296906,2.821591646399774,15.193021244201985,292.59538160749014,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.002616706739376989,,0.023550360654392904,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.002616706739376989,,0.010466826957507955,0.009870978783658052,0.04935489391829027,0.14806468175487078,,,0.0013219618360518365,,,,0.0013219618360518365,,,,0.0013102604846808056,,0.011792344362127253,0.0049426835841868515,0.00012356708960467128,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.013083533696884947,,0.11775180327196452,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.013083533696884947,,0.05233413478753978,0.009870978783658052,0.019741957567316105,0.019741957567316105,,,0.006609809180259182,,,,0.006609809180259182,,,,0.006551302423404029,,0.05896172181063626,0.0049426835841868515,0.00012356708960467128,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,146.86280238107457,146.86280238107457,146.86280238107457,1102.1059196889773,
-> Subtract Visibility [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,146.86280238107457,146.86280238107457,146.86280238107457,1102.1059196889773,
-> Flag [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,146.86280238107457,146.86280238107457,146.86280238107457,1102.1059196889773,551.0529598444887
-> Degrid [Mvis/s],,57102.954674698885,39424.93417054237,57102.95467557378,1542.5154985734223,3515.697416539658,16883.5069134869,,,57102.954674698885,39424.93417054237,26648.498537731066,1542.5154985734223,3515.697416539658,16883.5069134869,,,57102.954674698885,39424.93417054237,26648.498537731066,1542.5154985734223,3515.697416539658,16883.5069134869,,,19854.270653459167,11081.062757827614,,,19854.270653459167,11081.062757827614,,,45639.901238972125,27305.112763510544,45639.90123900137,1049.3564083990498,1057.29128078463,2336.2604821695686,52884.95559913223,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,72.80002120470841,108.5175123178354,72.80002120470841,13.588426425380856,13.588426425380856,42.014565535562184,,,72.80002120470841,108.5175123178354,45.48270364524211,13.588426425380856,13.588426425380856,42.014565535562184,,,72.80002120470841,108.5175123178354,45.48270364524211,13.588426425380856,13.588426425380856,42.014565535562184,,,52.1625888095858,66.49725691336656,,,52.1625888095858,66.49725691336656,,,119.26561559368308,152.379053562932,119.26561559368308,19.086924035003445,19.086924035003445,19.086924035003445,223.30109843049462,
-> Subtract Image Component [Mvis/s],,,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,614.1846021941276,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.024764705571467673,0.0055032679047705944,0.024764705571467673,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.024764705571467673,0.0055032679047705944,0.01650980371431178,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.024764705571467673,0.0055032679047705944,0.01650980371431178,0.009172113174617656,0.009172113174617656,0.009172113174617656,,,0.02489316393408637,0.0055318142075747485,,,0.02489316393408637,0.0055318142075747485,,,0.024782748075912155,0.005507277350202699,0.024782748075912155,0.009178795583671169,0.009178795583671167,0.009178795583671169,0.009178795583671169,
-> Grid [Mvis/s],,57102.954674698885,39424.93417054237,57102.95467557378,1542.5154985734223,3515.697416539658,16883.5069134869,,,57102.954674698885,39424.93417054237,26648.498537731066,1542.5154985734223,3515.697416539658,16883.5069134869,,,57102.954674698885,39424.93417054237,26648.498537731066,1542.5154985734223,3515.697416539658,16883.5069134869,,,19854.270653459167,11081.062757827614,,,19854.270653459167,11081.062757827614,,,45639.901238972125,27305.112763510544,45639.90123900137,1049.3564083990498,1057.29128078463,2336.2604821695686,52884.95559913223,
-> Gridding Kernel Update [Mvis/s],,1.3199921029556092,2.5708688077801307,1.3199921029758332,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.3199921029556092,2.5708688077801307,0.8806367618489448,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.3199921029556092,2.5708688077801307,0.8806367618489448,0.4498172149328303,0.5126111283539695,0.7206585755392553,,,1.45188646550742,2.4799806007677883,,,1.45188646550742,2.4799806007677883,,,1.4597124423253462,2.55597464026604,1.4597124423262813,0.4356350823718271,0.43892920509089073,0.48494344697657366,1.1094670113620837,
-> Correct [Mvis/s],,282.26248256839244,319.13966239095527,282.26248256839244,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,282.26248256839244,319.13966239095527,188.1799359757327,104.5510054741486,104.5510054741486,319.13966239095527,319.13966239095527,,173.41261253466112,195.56215638608876,,,173.41261253466112,195.56215638608876,,,396.49413564121045,448.13229496291785,396.49413564121045,146.86280238107457,146.86280238107457,146.86280238107457,1102.1059196889773,551.0529598444887
-> IFFT [Mvis/s],,0.12382352785733837,0.0055032679047705944,0.12382352785733837,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12382352785733837,0.0055032679047705944,0.0825490185715589,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12382352785733837,0.0055032679047705944,0.0825490185715589,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.12446581967043184,0.0055318142075747485,,,0.12446581967043184,0.0055318142075747485,,,0.12391374037956078,0.005507277350202699,0.12391374037956078,0.009178795583671169,0.04589397791835584,0.0036715182334684667,2.8011461131808987e-05,
