,hpso01 (Ingest) [Nf_max=8192] [Na=32],hpso01 (RCAL) [Nf_max=8192] [Na=32],hpso01 (FastImg) [Nf_max=8192] [Na=32],hpso01 (ICAL) [Nf_max=8192] [Na=32],hpso01 (DPrepA) [Nf_max=8192] [Na=32],hpso01 (DPrepB) [Nf_max=8192] [Na=32],hpso01 (DPrepC) [Nf_max=8192] [Na=32],hpso01 (DPrepD) [Nf_max=8192] [Na=32],hpso02a (Ingest) [Nf_max=8192] [Na=32],hpso02a (RCAL) [Nf_max=8192] [Na=32],hpso02a (FastImg) [Nf_max=8192] [Na=32],hpso02a (ICAL) [Nf_max=8192] [Na=32],hpso02a (DPrepA) [Nf_max=8192] [Na=32],hpso02a (DPrepB) [Nf_max=8192] [Na=32],hpso02a (DPrepC) [Nf_max=8192] [Na=32],hpso02a (DPrepD) [Nf_max=8192] [Na=32],hpso02b (Ingest) [Nf_max=8192] [Na=32],hpso02b (RCAL) [Nf_max=8192] [Na=32],hpso02b (FastImg) [Nf_max=8192] [Na=32],hpso02b (ICAL) [Nf_max=8192] [Na=32],hpso02b (DPrepA) [Nf_max=8192] [Na=32],hpso02b (DPrepB) [Nf_max=8192] [Na=32],hpso02b (DPrepC) [Nf_max=8192] [Na=32],hpso02b (DPrepD) [Nf_max=8192] [Na=32],hpso04a (Ingest) [Nf_max=8192] [Na=32],hpso04a (RCAL) [Nf_max=8192] [Na=32],hpso04a (FastImg) [Nf_max=8192] [Na=32],hpso04a (PSS) [Nf_max=8192] [Na=32],hpso05a (Ingest) [Nf_max=8192] [Na=32],hpso05a (RCAL) [Nf_max=8192] [Na=32],hpso05a (FastImg) [Nf_max=8192] [Na=32],hpso05a (PST) [Nf_max=8192] [Na=32],max_low (Ingest) [Nf_max=8192] [Na=32],max_low (RCAL) [Nf_max=8192] [Na=32],max_low (FastImg) [Nf_max=8192] [Na=32],max_low (ICAL) [Nf_max=8192] [Na=32],max_low (DPrepA) [Nf_max=8192] [Na=32],max_low (DPrepA_Image) [Nf_max=8192] [Na=32],max_low (DPrepB) [Nf_max=8192] [Na=32],max_low (DPrepC) [Nf_max=8192] [Na=32],max_low (DPrepD) [Nf_max=8192] [Na=32]
-> Grid [Tera/s],,1.3605300478682103,95.72333481180064,18.913512487982562,6.460878437789002,4.456655274050345,9.872608699955654,,,1.3605300478682103,95.72333481180064,7.706199309472518,6.460878437789002,4.456655274050345,9.872608699955654,,,1.3605300478682103,95.72333481180064,7.706199309472518,6.460878437789002,4.456655274050345,9.872608699955654,,,0.6505731535679425,37.40371635744533,,,0.6505731535679425,37.40371635744533,,,0.9566120983237627,54.44784855356869,14.62694451618546,4.54275556930831,0.9085511138616621,3.0715411165847657,8.098975045267883,
-> Gridding Kernel Update [Tera/s],,7.81240217518015,0.0650896601944608,141.68654770070808,7.818227733570197,71.42826699162873,196.6912745819085,,,7.81240217518015,0.0650896601944608,50.78937367525736,7.818227733570197,71.42826699162873,196.6912745819085,,,7.81240217518015,0.0650896601944608,50.78937367525736,7.818227733570197,71.42826699162873,196.6912745819085,,,0.79754842950863,0.0016605581668357905,,,0.79754842950863,0.0016605581668357905,,,3.896995745246173,0.03591091962840231,55.3162601504573,3.9861293043825534,3.96881334282933,36.392080056062056,4016.4245905682105,
-> Correct [Tera/s],,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,0.00195035136,0.0011918813866666665,0.0011918813866666665,0.002383762773333333,0.002383762773333333,0.002383762773333333
-> IFFT [Tera/s],,0.07540426449351612,0.1550922798058644,0.6785014415257169,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.07540426449351612,0.1550922798058644,0.301566339857054,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.07540426449351612,0.1550922798058644,0.301566339857054,0.05688266646457012,0.11374466999258043,0.07897643982616434,,,0.03808652070822056,0.07835264061781354,,,0.03808652070822056,0.07835264061781354,,,0.037757072862732464,0.07765916438887902,0.33973371653239864,0.028482781189098083,0.028482781189098083,0.05695522338285071,0.03954577658822209,
-> Identify Component [Tera/s],,,,9.68e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,5.12e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,5.12e-08,2.444444444444444e-09,8.8e-08,2.933333333333333e-08,,,,,,,,,,,,,4.6666666666666674e-08,1.425925925925926e-09,1.425925925925926e-09,3.6666666666666664e-08,5.33997037037037e-07,
-> Average [Tera/s],0.0004334114133333334,,,,,,,,0.0004334114133333334,,,,,,,,0.0004334114133333334,,,,,,,,0.0002167057066666667,,,,0.0002167057066666667,,,,0.0002167057066666667,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.12525589845333335,0.0,0.47198502912,0.29797034666666666,0.04290772991999999,0.0,,,0.12525589845333335,0.0,0.24964497408,0.29797034666666666,0.04290772991999999,0.0,,,0.12525589845333335,0.0,0.24964497408,0.29797034666666666,0.04290772991999999,0.0,,,0.026221390506666668,0.0,,,0.026221390506666668,0.0,,,0.06262794922666667,0.0,0.195035136,0.14898517333333333,0.029797034666666663,0.021453864959999996,0.0,
-> Receive [Tera/s],0.00046137344000000003,,,,,,,,0.00046137344000000003,,,,,,,,0.00046137344000000003,,,,,,,,0.00023068672000000002,,,,0.00023068672000000002,,,,0.00023068672000000002,,,,,,,,
-> Solve [Tera/s],,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,8.192e-09,,,,8.192e-09,,,,8.192e-09,,2.362026666666667e-07,,,,,
-> Degridding Kernel Update [Tera/s],,7.81240217518015,0.0650896601944608,141.68654770070808,7.818227733570197,71.42826699162873,196.6912745819085,,,7.81240217518015,0.0650896601944608,50.78937367525736,7.818227733570197,71.42826699162873,196.6912745819085,,,7.81240217518015,0.0650896601944608,50.78937367525736,7.818227733570197,71.42826699162873,196.6912745819085,,,0.79754842950863,0.0016605581668357905,,,0.79754842950863,0.0016605581668357905,,,3.896995745246173,0.03591091962840231,55.3162601504573,3.9861293043825534,3.96881334282933,36.392080056062056,4016.4245905682105,
-> Phase Rotation [Tera/s],,0.0006372678366876426,0.0,0.004334226681934949,0.0004238897962741703,0.0006952547776531869,0.0,,,0.0006372678366876426,0.0,0.0021016081659834965,0.0004238897962741703,0.0006952547776531869,0.0,,,0.0006372678366876426,0.0,0.0021016081659834965,0.0004238897962741703,0.0006952547776531869,0.0,,,0.00014755103684644053,0.0,,,0.00014755103684644053,0.0,,,0.00044742190337821765,0.0,0.0029490223125796457,0.00029761051141235844,0.00029761051141235844,0.00046559743971298905,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.028469857444916265,0.0007117464361229065,0.14234928722458132,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.028469857444916265,0.0007117464361229065,0.05693971488983253,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,
-> Subtract Visibility [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,
-> Flag [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222
-> Degrid [Mvis/s],,2.072410512696636,877.0730216492129,6.953019881792428,2.023887781146418,29.718609915943095,4074.3756345797337,,,2.072410512696636,877.0730216492129,5.799852348884959,2.023887781146418,29.718609915943095,4074.3756345797337,,,2.072410512696636,877.0730216492129,5.799852348884959,2.023887781146418,29.718609915943095,4074.3756345797337,,,1.486607490118163,251.74131499725158,,,1.486607490118163,251.74131499725158,,,1.3797669222885927,473.27119552080546,5.452840595331814,1.3082958008696968,1.3064209361941135,17.655711589783035,16368.745727451973,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,0.022969573121671083,1.8572702365528004,0.04145839724838297,0.032112863354103814,0.07315391179010805,0.899819848092101,,,0.022969573121671083,1.8572702365528004,0.03800651341839367,0.032112863354103814,0.07315391179010805,0.899819848092101,,,0.022969573121671083,1.8572702365528004,0.03800651341839367,0.032112863354103814,0.07315391179010805,0.899819848092101,,,0.025404792845461523,1.3382777549304532,,,0.025404792845461523,1.3382777549304532,,,0.032253597417691585,2.1702044968028975,0.0682644053837881,0.045092501729145223,0.045092501729145223,0.09797925919886133,1.176105474794164,
-> Subtract Image Component [Mvis/s],,,,29.19466196825567,19.383012884273995,53.841702456316646,336.5106403519791,,,,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,19.411266439715636,19.411266439715636,53.92018455476563,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003496193727736612,0.011006535809541189,0.005403208488320219,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.003496193727736612,0.011006535809541189,0.004952941114293534,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.003496193727736612,0.011006535809541189,0.004952941114293534,0.004402614323816475,0.007337690539694124,0.018344226349235312,,,0.005431235767437026,0.011063628415149497,,,0.005431235767437026,0.011063628415149497,,,0.003498740904834657,0.011014554700405398,0.005947859538218918,0.004405821880162162,0.00440582188016216,0.007343036466936934,0.018357591167342337,
-> Grid [Mvis/s],,2.072410512696636,877.0730216492129,6.953019881792428,2.023887781146418,29.718609915943095,4074.3756345797337,,,2.072410512696636,877.0730216492129,5.799852348884959,2.023887781146418,29.718609915943095,4074.3756345797337,,,2.072410512696636,877.0730216492129,5.799852348884959,2.023887781146418,29.718609915943095,4074.3756345797337,,,1.486607490118163,251.74131499725158,,,1.486607490118163,251.74131499725158,,,1.3797669222885927,473.27119552080546,5.452840595331814,1.3082958008696968,1.3064209361941135,17.655711589783035,16368.745727451973,
-> Gridding Kernel Update [Mvis/s],,0.004608203738063897,0.04799671387913184,0.006114279578347244,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.004608203738063897,0.04799671387913184,0.005728624484811467,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.004608203738063897,0.04799671387913184,0.005728624484811467,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.0048292982956583295,0.042264675768503346,,,0.0048292982956583295,0.042264675768503346,,,0.00451161003598171,0.04705600444384946,0.005928858033043794,0.00506685767198636,0.005064806888221414,0.009395589895851063,0.5614741975271773,
-> Correct [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222
-> IFFT [Mvis/s],,0.01748096863868306,0.011006535809541189,0.027016042441601096,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.01748096863868306,0.011006535809541189,0.02476470557146767,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.01748096863868306,0.011006535809541189,0.02476470557146767,0.004402614323816475,0.00293507621587765,0.0024458968465647076,,,0.02715617883718513,0.011063628415149497,,,0.02715617883718513,0.011063628415149497,,,0.017493704524173287,0.011014554700405398,0.02973929769109459,0.004405821880162162,0.022029109400810803,0.002937214586774774,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,29.19466196825567,19.383012884273995,53.841702456316646,336.5106403519791,,,,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,19.411266439715636,19.411266439715636,53.92018455476563,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,4.514702222222222,,4.514702222222222,,,,,,4.514702222222222,,4.514702222222222,,,,,,4.514702222222222,,4.514702222222222,,,,,,4.514702222222222,,,,4.514702222222222,,,,4.514702222222222,,4.514702222222222,,,,,
-> Degridding Kernel Update [Mvis/s],,0.004608203738063897,0.04799671387913184,0.006114279578347244,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.004608203738063897,0.04799671387913184,0.005728624484811467,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.004608203738063897,0.04799671387913184,0.005728624484811467,0.005249846404362909,0.010355211859450816,0.10091590852587798,,,0.0048292982956583295,0.042264675768503346,,,0.0048292982956583295,0.042264675768503346,,,0.00451161003598171,0.04705600444384946,0.005928858033043794,0.00506685767198636,0.005064806888221414,0.009395589895851063,0.5614741975271773,
-> Phase Rotation [Mvis/s],,4.514702222222222,4.514702222222222,4.514702222222222,0.9029404444444444,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,0.9029404444444444,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,0.9029404444444444,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,,,4.514702222222222,4.514702222222222,4.514702222222222,0.9029404444444444,4.514702222222222,4.514702222222222,4.514702222222222,
-> Reprojection [Mvis/s],,12.223370581864827,,29.19466196825567,19.383012884273995,53.841702456316646,336.5106403519791,,,12.223370581864827,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,12.223370581864827,,24.53162568165927,19.383012884273995,53.841702456316646,336.5106403519791,,,29.498321961487257,,,,29.498321961487257,,,,12.241187919163238,,35.37703308638176,19.411266439715636,2.4264083049644545,53.92018455476563,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,61.11685290932414,,145.97330984127834,19.383012884273995,21.536680982526658,44.86808538026387,,,61.11685290932414,,122.65812840829635,19.383012884273995,21.536680982526658,44.86808538026387,,,61.11685290932414,,122.65812840829635,19.383012884273995,21.536680982526658,44.86808538026387,,,147.49160980743628,,,,147.49160980743628,,,,61.2059395958162,,176.88516543190875,19.411266439715636,2.4264083049644545,21.56807382190626,1.0284459029152995,
