,hpso01 (Ingest) [Nf_max=16384] [Na=128],hpso01 (RCAL) [Nf_max=16384] [Na=128],hpso01 (FastImg) [Nf_max=16384] [Na=128],hpso01 (ICAL) [Nf_max=16384] [Na=128],hpso01 (DPrepA) [Nf_max=16384] [Na=128],hpso01 (DPrepB) [Nf_max=16384] [Na=128],hpso01 (DPrepC) [Nf_max=16384] [Na=128],hpso01 (DPrepD) [Nf_max=16384] [Na=128],hpso02a (Ingest) [Nf_max=16384] [Na=128],hpso02a (RCAL) [Nf_max=16384] [Na=128],hpso02a (FastImg) [Nf_max=16384] [Na=128],hpso02a (ICAL) [Nf_max=16384] [Na=128],hpso02a (DPrepA) [Nf_max=16384] [Na=128],hpso02a (DPrepB) [Nf_max=16384] [Na=128],hpso02a (DPrepC) [Nf_max=16384] [Na=128],hpso02a (DPrepD) [Nf_max=16384] [Na=128],hpso02b (Ingest) [Nf_max=16384] [Na=128],hpso02b (RCAL) [Nf_max=16384] [Na=128],hpso02b (FastImg) [Nf_max=16384] [Na=128],hpso02b (ICAL) [Nf_max=16384] [Na=128],hpso02b (DPrepA) [Nf_max=16384] [Na=128],hpso02b (DPrepB) [Nf_max=16384] [Na=128],hpso02b (DPrepC) [Nf_max=16384] [Na=128],hpso02b (DPrepD) [Nf_max=16384] [Na=128],hpso04a (Ingest) [Nf_max=16384] [Na=128],hpso04a (RCAL) [Nf_max=16384] [Na=128],hpso04a (FastImg) [Nf_max=16384] [Na=128],hpso04a (PSS) [Nf_max=16384] [Na=128],hpso05a (Ingest) [Nf_max=16384] [Na=128],hpso05a (RCAL) [Nf_max=16384] [Na=128],hpso05a (FastImg) [Nf_max=16384] [Na=128],hpso05a (PST) [Nf_max=16384] [Na=128],max_low (Ingest) [Nf_max=16384] [Na=128],max_low (RCAL) [Nf_max=16384] [Na=128],max_low (FastImg) [Nf_max=16384] [Na=128],max_low (ICAL) [Nf_max=16384] [Na=128],max_low (DPrepA) [Nf_max=16384] [Na=128],max_low (DPrepA_Image) [Nf_max=16384] [Na=128],max_low (DPrepB) [Nf_max=16384] [Na=128],max_low (DPrepC) [Nf_max=16384] [Na=128],max_low (DPrepD) [Nf_max=16384] [Na=128]
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.0786432,0.0,(undefined),0.0,0.0786432,0.0,(undefined),0.0,0.7077888,0.0,4.9790976,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,6.242304,0.0,1950.72,0.0,0.0,0.0,0.0,0.0,10.40384,0.0,(undefined),0.0,10.40384,0.0,(undefined),0.0,4.458788571428572,0.0,1928.4260571428574,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.10922666666666667,0.0,(undefined),0.0,0.10922666666666667,0.0,(undefined),0.0,0.04681142857142857,0.0,20.245942857142857,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0008749276649151458,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0012266841986209188,0.0012266841986209188,0.12617323185815163,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0006086612719489621,0.0001388700053721376,0.0006086612719403094,6.009072238743369e-05,0.00022105453375709775,0.0001393084320191529,(undefined),(undefined),0.0006086612719489621,0.0001388700053721376,0.00025596474480073104,6.009072238743369e-05,0.00022105453375709775,0.0001393084320191529,(undefined),(undefined),0.0006086612719489621,0.0001388700053721376,0.00025596474480073104,6.009072238743369e-05,0.00022105453375709775,0.0001393084320191529,(undefined),(undefined),0.00013756264723354498,4.750752758841974e-06,(undefined),(undefined),0.00013756264723354498,4.750752758841974e-06,(undefined),(undefined),0.0002927248461523995,7.948520262070844e-05,0.0002927248434704813,2.9074995734560143e-05,3.3133579420994545e-05,0.00010681716671630145,0.0011983348523385998,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.25971130368,0.25971130368,0.12985565184,0.25971130368,0.12985565184,0.25971130368,0.25971130368,0.25971130368,0.25971130368,0.25971130368,0.12985565184,0.25971130368,0.12985565184,0.25971130368,0.25971130368,0.25971130368,0.25971130368,0.25971130368,0.12985565184,0.25971130368,0.12985565184,0.25971130368,0.25971130368,0.25971130368,0.017314086912,0.017314086912,0.008657043456,0.002102152,0.017314086912,0.017314086912,0.008657043456,0.00077309411328,0.155826782208,0.155826782208,0.077913391104,0.155826782208,0.077913391104,0.077913391104,0.155826782208,0.155826782208,0.155826782208
Total buffer ingest rate [TeraBytes/s],0.01442840576,0.01442840576,0.00721420288,0.01442840576,0.00721420288,0.01442840576,0.01442840576,0.01442840576,0.01442840576,0.01442840576,0.00721420288,0.01442840576,0.00721420288,0.01442840576,0.01442840576,0.01442840576,0.01442840576,0.01442840576,0.00721420288,0.01442840576,0.00721420288,0.01442840576,0.01442840576,0.01442840576,0.00721420288,0.00721420288,0.00360710144,(undefined),0.00721420288,0.00721420288,0.00360710144,(undefined),0.00721420288,0.00721420288,0.00360710144,0.00721420288,0.00360710144,0.00360710144,0.00721420288,0.00721420288,0.00721420288
Output size [TB],0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.0,0.09497676313294258,5.584633672217024,14.246514469941387,12.784238592,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.06658064388822461,0.06658064388822461,2.7963870433054336,311.6735055613349,15.3410863104
Buffer Read Rate [TeraBytes/s],0.014204709546666668,0.028409419093333336,0.014204709546666668,0.14204709546666666,0.050790436837717286,0.10158087367543457,0.17045651456,0.17045651456,0.014204709546666668,0.028409419093333336,0.014204709546666668,0.14204709546666666,0.050790436837717286,0.10158087367543457,0.17045651456,0.17045651456,0.014204709546666668,0.028409419093333336,0.014204709546666668,0.14204709546666666,0.050790436837717286,0.10158087367543457,0.17045651456,0.17045651456,0.007102354773333334,0.01400487182358366,0.005040899215823582,0.0008758966666666667,0.007102354773333334,0.01400487182358366,0.005040899215823582,0.0003221225472,0.007102354773333334,0.014204709546666668,0.007102354773333334,0.07102354773333333,0.0356596777548302,0.0356596777548302,0.0713193555096604,0.08522825728,0.08522825728
Facet visibility rate [TeraBytes/s],0.0,0.00010706937196438299,0.0018127546005441615,0.0009636243476794469,0.003176952791608526,0.0012659119249025768,0.022392673371061312,(undefined),0.0,0.00010706937196438299,0.0018127546005441615,0.0011813126853014238,0.003176952791608526,0.0012659119249025768,0.022392673371061312,(undefined),0.0,0.00010706937196438299,0.0018127546005441615,0.0011813126853014238,0.003176952791608526,0.0012659119249025768,0.022392673371061312,(undefined),0.0,7.916163775651867e-05,0.000580410711094367,(undefined),0.0,7.916163775651867e-05,0.000580410711094367,(undefined),0.0,7.517278566296754e-05,0.0011685145114780698,0.0006765550709667078,0.0022305204707224577,0.0022305204707224577,0.0008477544780437221,0.020352239669109016,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.039483915134632216,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349482,0.14234928722458132,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.019882786028657777,0.05076463825349772,0.024042588133682253,0.46822806236421277,0.17674907134768486,0.21662189971711399,0.44333301416727666,0.016132998867626668,0.019882786028657777,0.05076463825349772,0.024042588133682253,0.324936760765094,0.17674907134768486,0.21662189971711399,0.44333301416727666,0.016132998867626668,0.019882786028657777,0.05076463825349772,0.024042588133682253,0.324936760765094,0.17674907134768486,0.21662189971711399,0.44333301416727666,0.016132998867626668,0.009941393014328889,0.019296404763134274,0.008825828144499772,0.00050088,0.009941393014328889,0.019296404763134274,0.008825828144499772,2.755e-07,0.009941393014328889,0.028456205522583964,0.012112066947812626,0.2622557506585228,0.11941430364401451,0.10852166308601892,0.1418307928021704,1.4605952426123052,0.008066499433813334
-> DFT [PetaFLOP/s],,0.020404748360817772,0.020404748360817772,0.18364273524736,0.13375877056189805,0.13375877056189805,0.22445223196899552,,,0.020404748360817772,0.020404748360817772,0.18364273524736,0.13375877056189805,0.13375877056189805,0.22445223196899552,,,0.020404748360817772,0.020404748360817772,0.18364273524736,0.13375877056189805,0.13375877056189805,0.22445223196899552,,,0.010058842964965472,0.007241139262524448,,,0.010058842964965472,0.007241139262524448,,,0.010202374180408886,0.010202374180408886,0.09182136762368,0.09391127448578025,0.09391127448578025,0.09391127448578025,0.11222611598449776,
-> Subtract Visibility [PetaFLOP/s],,2.3674515911111113e-06,1.1837257955555556e-06,2.130706432e-05,7.759650072429028e-06,1.5519300144858056e-05,2.6041967502222225e-05,,,2.3674515911111113e-06,1.1837257955555556e-06,2.130706432e-05,7.759650072429028e-06,1.5519300144858056e-05,2.6041967502222225e-05,,,2.3674515911111113e-06,1.1837257955555556e-06,2.130706432e-05,7.759650072429028e-06,1.5519300144858056e-05,2.6041967502222225e-05,,,1.167072651965305e-06,4.2007493465196516e-07,,,1.167072651965305e-06,4.2007493465196516e-07,,,1.1837257955555556e-06,5.918628977777778e-07,1.065353216e-05,5.448006323654614e-06,5.448006323654614e-06,1.0896012647309227e-05,1.3020983751111112e-05,
-> Flag [PetaFLOP/s],0.0003342580667733334,0.00033025949696,0.00016512974848,0.00297233547264,0.0010824711851038496,0.002164942370207699,0.00363285446656,0.00363285446656,0.0003342580667733334,0.00033025949696,0.00016512974848,0.00297233547264,0.0010824711851038496,0.002164942370207699,0.00363285446656,0.00363285446656,0.0003342580667733334,0.00033025949696,0.00016512974848,0.00297233547264,0.0010824711851038496,0.002164942370207699,0.00363285446656,0.00363285446656,0.0001671290333866667,0.00016280663494916008,5.860045338394913e-05,,0.0001671290333866667,0.00016280663494916008,5.860045338394913e-05,,0.0001671290333866667,0.00016512974848,8.256487424e-05,0.00148616773632,0.0007599968821498188,0.0007599968821498188,0.0015199937642996375,0.00181642723328,0.00181642723328
-> Degrid [PetaFLOP/s],,0.0018944784016043698,0.00015525973471430303,0.017050305614405337,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0018944784016043698,0.00015525973471430303,0.008276726693957842,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0018944784016043698,0.00015525973471430303,0.008276726693957842,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0006128622786575339,3.603534304721275e-05,,,0.0006128622786575339,3.603534304721275e-05,,,0.001266770181256223,8.96868070470941e-05,0.011400931619330808,0.004299996384054784,0.0008944234289403078,0.002287955155305465,0.038945545040632835,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,9.13658640762735e-06,2.417006134058882e-06,8.222927766864615e-05,4.235937055478035e-06,1.5190943098830923e-05,2.9856897828081748e-05,,,9.13658640762735e-06,2.417006134058882e-06,3.937708951004746e-05,4.235937055478035e-06,1.5190943098830923e-05,2.9856897828081748e-05,,,9.13658640762735e-06,2.417006134058882e-06,3.937708951004746e-05,4.235937055478035e-06,1.5190943098830923e-05,2.9856897828081748e-05,,,2.6387212585506223e-06,7.738809481258227e-07,,,2.6387212585506223e-06,7.738809481258227e-07,,,6.414744376573231e-06,1.5580193486374266e-06,5.773269938915907e-05,2.9740272942966097e-06,2.9740272942966097e-06,1.0173053736524664e-05,2.7136319558812028e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.01953408817834667,,,,,,,,0.01953408817834667,,,,,,,,0.01953408817834667,,,,,,,,0.009767044089173334,,,,0.009767044089173334,,,,0.009767044089173334,,,,,,,,
-> FFT [PetaFLOP/s],,0.0011163483523100913,0.0013011890929639528,0.010047135170854066,0.008687075720514432,0.013477022618971077,0.08987734824359472,,,0.0011163483523100913,0.0013011890929639528,0.004952923830432764,0.008687075720514432,0.013477022618971077,0.08987734824359472,,,0.0011163483523100913,0.0013011890929639528,0.004952923830432764,0.008687075720514432,0.013477022618971077,0.08987734824359472,,,0.0004354193593269227,0.0006577268480722576,,,0.0004354193593269227,0.0006577268480722576,,,0.0006039892799477429,0.0006515938720447218,0.005435903541588965,0.00468609089853861,0.0008846053186316999,0.007275346325035525,0.5957848612349158,
-> Grid [PetaFLOP/s],,0.0018944784016043698,0.00015525973471430303,0.017050305614405337,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0018944784016043698,0.00015525973471430303,0.008276726693957842,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0018944784016043698,0.00015525973471430303,0.008276726693957842,0.006876415161226201,0.0036338559537191714,0.013344272265097932,,,0.0006128622786575339,3.603534304721275e-05,,,0.0006128622786575339,3.603534304721275e-05,,,0.001266770181256223,8.96868070470941e-05,0.011400931619330808,0.004299996384054784,0.0008944234289403078,0.002287955155305465,0.038945545040632835,
-> Gridding Kernel Update [PetaFLOP/s],,0.006769710039939908,0.00020708227081584225,0.060927390359303286,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.006769710039939908,0.00020708227081584225,0.02804312536353183,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.006769710039939908,0.00020708227081584225,0.02804312536353183,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.0017732759439834792,4.3480549155709544e-05,,,0.0017732759439834792,4.3480549155709544e-05,,,0.004463692732049827,0.0001356965525001795,0.04017323453424573,0.0019410936328214492,0.0020526872736475205,0.008413492435066337,0.15115528592761768,
-> Correct [PetaFLOP/s],,0.0011363767637333334,0.00014204709546666668,0.010227390873600002,0.0037246320347659335,0.007449264069531867,0.012500144401066667,0.012500144401066667,,0.0011363767637333334,0.00014204709546666668,0.010227390873600002,0.0037246320347659335,0.007449264069531867,0.012500144401066667,0.012500144401066667,,0.0011363767637333334,0.00014204709546666668,0.010227390873600002,0.0037246320347659335,0.007449264069531867,0.012500144401066667,0.012500144401066667,,0.0005601948729433465,5.040899215823582e-05,,,0.0005601948729433465,5.040899215823582e-05,,,0.0005681883818666667,7.102354773333334e-05,0.005113695436800001,0.002615043035354215,0.002615043035354215,0.00523008607070843,0.006250072200533334,0.006250072200533334
-> IFFT [PetaFLOP/s],,0.005581741761550457,0.0013011890929639528,0.05023567585427035,0.008687075720514432,0.005390809047588431,0.011983646432479298,,,0.005581741761550457,0.0013011890929639528,0.024764619152163814,0.008687075720514432,0.005390809047588431,0.011983646432479298,,,0.005581741761550457,0.0013011890929639528,0.024764619152163814,0.008687075720514432,0.005390809047588431,0.011983646432479298,,,0.0021770967966346136,0.0006577268480722576,,,0.0021770967966346136,0.0006577268480722576,,,0.003019946399738715,0.0006515938720447218,0.027179517707944825,0.00468609089853861,0.004423026593158499,0.00291013853001421,0.0018181911048428827,
-> Identify Component [PetaFLOP/s],,,,0.005373097157049079,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,0.002098961137021813,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,0.002098961137021813,1.0463395335770655e-05,0.009261587886350975,0.0031390186007311965,,,,,,,,,,,,,0.0031343081767983526,6.103822138041579e-06,6.103822138041579e-06,0.003859012938127134,0.05714572680552755,
-> Average [PetaFLOP/s],9.618937173333334e-06,,,,,,,,9.618937173333334e-06,,,,,,,,9.618937173333334e-06,,,,,,,,4.809468586666667e-06,,,,4.809468586666667e-06,,,,4.809468586666667e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.002121236625635556,0.0,0.019091129630720002,0.0,0.001955431818252115,0.0,,,0.002121236625635556,0.0,0.007457472512000002,0.0,0.001955431818252115,0.0,,,0.002121236625635556,0.0,0.007457472512000002,0.0,0.001955431818252115,0.0,,,0.0004084754281878568,0.0,,,0.0004084754281878568,0.0,,,0.001060618312817778,0.0,0.009545564815360001,0.0,0.0,0.0013728975935609626,0.0,
-> Receive [PetaFLOP/s],4.820846364444445e-06,,,,,,,,4.820846364444445e-06,,,,,,,,4.820846364444445e-06,,,,,,,,2.4104231822222223e-06,,,,2.4104231822222223e-06,,,,2.4104231822222223e-06,,,,,,,,
-> Solve [PetaFLOP/s],,4.760069006222222e-05,,0.006065918953244444,,,,,,4.760069006222222e-05,,0.006065918953244444,,,,,,4.760069006222222e-05,,0.006065918953244444,,,,,,2.3467282159306103e-05,,,,2.3467282159306103e-05,,,,2.3800345031111113e-05,,0.0030339661095822226,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.006769710039939908,0.00020708227081584225,0.060927390359303286,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.006769710039939908,0.00020708227081584225,0.02804312536353183,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.006769710039939908,0.00020708227081584225,0.02804312536353183,0.0032598461904501355,0.01365981537206,0.027249430370967526,,,0.0017732759439834792,4.3480549155709544e-05,,,0.0017732759439834792,4.3480549155709544e-05,,,0.004463692732049827,0.0001356965525001795,0.04017323453424573,0.0019410936328214492,0.0020526872736475205,0.008413492435066337,0.15115528592761768,
-> Phase Rotation [PetaFLOP/s],,0.002121236625635556,0.0,0.019091129630720002,0.0,0.001955431818252115,0.0,,,0.002121236625635556,0.0,0.007457472512000002,0.0,0.001955431818252115,0.0,,,0.002121236625635556,0.0,0.007457472512000002,0.0,0.001955431818252115,0.0,,,0.0004084754281878568,0.0,,,0.0004084754281878568,0.0,,,0.001060618312817778,0.0,0.009545564815360001,0.0,0.0,0.0013728975935609626,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00024677446959145134,0.0017767761810584494,0.00370161704387177,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.0001235670896046713,3.089177240116782e-06,0.0008896830451536333,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00024677446959145134,0.0007107104724233797,0.0004935489391829027,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.0001235670896046713,3.089177240116782e-06,0.0003558732180614533,0.0002471341792093426,
-> DFT [Tera/s],,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.007002435911791829,0.002520449607911791,,,0.007002435911791829,0.002520449607911791,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.032688037941927685,0.032688037941927685,0.06537607588385537,0.07812590250666665,
-> Subtract Visibility [Tera/s],,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,,,0.007002435911791829,0.002520449607911791,,,0.007002435911791829,0.002520449607911791,,,0.007102354773333334,0.003551177386666667,0.06392119296,0.032688037941927685,0.032688037941927685,0.06537607588385537,0.07812590250666665,
-> Flag [Tera/s],0.01442840576,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,0.01442840576,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,0.01442840576,0.014204709546666668,0.007102354773333334,0.12784238592,0.046557900434574175,0.09311580086914835,0.1562518050133333,0.1562518050133333,0.00721420288,0.007002435911791829,0.002520449607911791,,0.00721420288,0.007002435911791829,0.002520449607911791,,0.00721420288,0.007102354773333334,0.003551177386666667,0.06392119296,0.03268803794192769,0.03268803794192769,0.06537607588385538,0.07812590250666665,0.07812590250666665
-> Degrid [Tera/s],,0.006852439805720512,0.0018127546005441612,0.06167195825148461,0.015884763958042628,0.011393207324123193,0.02239267337106131,,,0.006852439805720512,0.0018127546005441612,0.029532817132535586,0.015884763958042628,0.011393207324123193,0.02239267337106131,,,0.006852439805720512,0.0018127546005441612,0.029532817132535586,0.015884763958042628,0.011393207324123193,0.02239267337106131,,,0.001979040943912967,0.000580410711094367,,,0.001979040943912967,0.000580410711094367,,,0.004811058282429923,0.00116851451147807,0.043299524541869305,0.011152602353612288,0.0022305204707224573,0.007629790302393498,0.02035223966910902,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.004432095026985216,0.0003146330279257429,0.03988885524286694,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.004432095026985216,0.0003146330279257429,0.01647040120253945,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.004432095026985216,0.0003146330279257429,0.01647040120253945,0.000590070886714327,0.006855896994867756,0.0019875234051864275,,,0.0010570064374836108,0.00015731651396287146,,,0.0010570064374836108,0.00015731651396287146,,,0.002216047513492608,0.00015731651396287146,0.01994442762143347,0.0002950354433571635,0.0002950354433571635,0.003427948497433878,0.0009937617025932138,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,8.225815653048378e-05,0.011845174540389664,0.024677446959145134,,,,,,,,,,,,,0.0004127320526744538,4.805386817959439e-05,4.805386817959439e-05,0.004942683584186851,0.44989404357398544,
-> Demix [Tera/s],0.01442840576,,,,,,,,0.01442840576,,,,,,,,0.01442840576,,,,,,,,0.00721420288,,,,0.00721420288,,,,0.00721420288,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.019770734336747406,0.003954146867349481,0.14234928722458132,12.95694845493078,
-> Grid [Tera/s],,2.888783386159851,132.51399404614432,25.99905047543865,18.677393784802003,4.456655274050345,13.619533161731725,,,2.888783386159851,132.51399404614432,12.324920373841797,18.677393784802003,4.456655274050345,13.619533161731725,,,2.888783386159851,132.51399404614432,12.324920373841797,18.677393784802003,4.456655274050345,13.619533161731725,,,1.4304899494407755,44.13528695640362,,,1.4304899494407755,44.13528695640362,,,2.031154151960813,80.31601010526248,18.28038736764732,13.132405236529674,2.626481047305935,3.0715411165847657,16.197950090535766,
-> Gridding Kernel Update [Tera/s],,27.955387920732566,1.0666304799319581,251.59849128346733,28.543061145295365,94.17443886151968,301.3606634801437,,,27.955387920732566,1.0666304799319581,111.43100702199797,28.543061145295365,94.17443886151968,301.3606634801437,,,27.955387920732566,1.0666304799319581,111.43100702199797,28.543061145295365,94.17443886151968,301.3606634801437,,,5.678531244918446,0.027211727253114253,,,5.678531244918446,0.027211727253114253,,,13.665358432580952,0.5884756741373889,122.9882249593869,13.069975421578365,15.188773921568272,45.754222899121984,2324.2027480471584,
